Customer_ID,Gender,Age,Married,State,Number_of_Referrals,Tenure_in_Months,Value_Deal,Phone_Service,Multiple_Lines,Internet_Service,Internet_Type,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Customer_Status,Churn_Category,Churn_Reason
63182-TEL,Female,35,No,Telangana,12,34,None,Yes,Yes,Yes,"Fiber Optic",No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",89.1,1620.8,0,0,862,2482.83,Stayed,Other,Other
96201-TAM,Male,36,No,"Tamil Nadu",15,21,None,Yes,Yes,Yes,"Fiber Optic",No,No,Yes,No,Yes,No,No,Yes,"Two Year",Yes,"Bank Withdrawal",89.55,5231.2,0,0,426,5657.2,Stayed,Other,Other
35237-MAH,Male,68,No,Maharashtra,0,2,None,Yes,No,Yes,"Fiber Optic",No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",69.35,69.35,0,0,46,115.21,Churned,Price,"Long distance charges"
45832-TAM,Female,46,No,"Tamil Nadu",9,12,"Deal 1",Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No,Yes,"Two Year",No,"Credit Card",77.35,5550.1,0,0,1292,6842.3,Stayed,Other,Other
22160-TEL,Female,29,Yes,Telangana,13,34,None,Yes,No,Yes,"Fiber Optic",No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Mailed Check",99.95,547.65,0,0,31,578.61,Churned,Competitor,"Competitor offered higher download speeds"
73484-MAD,Female,44,Yes,"Madhya Pradesh",7,4,None,No,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,No,"One Year",Yes,"Credit Card",60.4,2640.55,0,100,0,2740.55,Stayed,Other,Other
64740-JHA,Female,57,Yes,Jharkhand,1,6,"Deal 1",Yes,Yes,Yes,Cable,Yes,Yes,Yes,No,No,Yes,Yes,Yes,"One Year",Yes,"Credit Card",76.9,5023,0,0,86,5109.36,Stayed,Other,Other
89217-ODI,Male,69,No,Odisha,9,34,"Deal 2",No,No,Yes,DSL,No,Yes,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",45.3,2651.2,41,0,0,2610.25,Churned,Dissatisfaction,"Service dissatisfaction"
99304-KER,Female,53,Yes,Kerala,7,10,"Deal 5",Yes,No,Yes,DSL,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,"Credit Card",55.5,227.35,0,0,156,383.19,Stayed,Other,Other
29628-KAR,Female,34,Yes,Karnataka,6,32,"Deal 2",Yes,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Credit Card",45.2,2065.15,0,0,1110,3175.13,Stayed,Other,Other
64494-TAM,Male,59,Yes,"Tamil Nadu",1,16,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",19.7,730.4,0,0,539,1269.75,Stayed,Other,Other
92605-PUN,Female,66,Yes,Punjab,9,29,None,Yes,Yes,Yes,"Fiber Optic",No,No,No,No,Yes,No,No,Yes,"One Year",Yes,"Credit Card",86.05,3865.6,0,0,2072,5937.36,Stayed,Other,Other
61585-TEL,Male,42,No,Telangana,2,33,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"One Year",Yes,"Bank Withdrawal",20.95,495.15,0,0,627,1122.15,Stayed,Other,Other
19039-TEL,Female,80,Yes,Telangana,0,16,None,Yes,Yes,Yes,"Fiber Optic",No,No,No,No,Yes,Yes,No,Yes,"Two Year",Yes,"Bank Withdrawal",94.95,1760.25,0,0,372,2132.08,Stayed,Other,Other
82364-PUN,Female,40,Yes,Punjab,11,13,"Deal 2",Yes,Yes,Yes,"Fiber Optic",No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",74.6,3720.35,0,0,1167,4887.53,Stayed,Other,Other
82324-KAR,Male,56,No,Karnataka,11,25,"Deal 5",Yes,No,Yes,"Fiber Optic",No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",69.1,435,0,0,112,546.9,Stayed,Other,Other
82392-UTT,Male,62,No,Uttarakhand,8,25,"Deal 1",Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",Yes,"Credit Card",20,1396,0,0,713,2108.64,Stayed,Other,Other
55374-UTT,Female,33,Yes,"Uttar Pradesh",0,5,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",20.3,1160.75,26,0,998,2133.36,Stayed,Other,Other
73617-MAD,Female,27,Yes,"Madhya Pradesh",11,19,"Deal 3",Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",Yes,"Credit Card",20.75,499.4,0,0,735,1233.9,Stayed,Other,Other
71936-JHA,Male,55,No,Jharkhand,11,8,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",24.2,609.05,0,0,177,785.93,Stayed,Other,Other
66654-AND,Female,19,No,"Andhra Pradesh",10,11,None,Yes,Yes,Yes,"Fiber Optic",No,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,"Bank Withdrawal",89.75,552.65,0,60,207,819.17,Stayed,Other,Other
55433-TAM,Male,51,Yes,"Tamil Nadu",11,20,None,Yes,No,Yes,Cable,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,"Credit Card",69.5,1071.4,0,0,127,1198,Stayed,Other,Other
31894-KAR,Male,30,No,Karnataka,0,35,None,Yes,Yes,Yes,"Fiber Optic",Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,"Credit Card",92.4,2349.8,0,0,977,3327.14,Stayed,Other,Other
11647-GUJ,Male,44,No,Gujarat,2,4,"Deal 4",Yes,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",69.1,1083.7,0,0,224,1307.54,Stayed,Other,Other
83335-HAR,Female,37,No,Haryana,15,13,None,Yes,Yes,Yes,Cable,Yes,Yes,No,No,Yes,No,No,Yes,"One Year",No,"Bank Withdrawal",70.3,676.15,0,0,264,939.85,Stayed,Other,Other
67521-WES,Male,59,No,"West Bengal",0,12,"Deal 4",Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,"Credit Card",45.65,985.05,0,0,411,1396.02,Stayed,Other,Other
97768-PUN,Female,52,Yes,Punjab,1,11,None,Yes,Yes,Yes,Cable,Yes,Yes,No,Yes,Yes,No,No,Yes,"Two Year",No,"Credit Card",74,4868.4,0,0,2882,7750.07,Stayed,Other,Other
73936-WES,Female,25,No,"West Bengal",1,22,None,No,No,Yes,Cable,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,"Credit Card",34.95,610.2,0,0,0,610.2,Stayed,Other,Other
69976-KAR,Female,45,No,Karnataka,4,29,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",25.25,1006.9,45,0,1118,2080.39,Stayed,Other,Other
59959-KAR,Female,57,No,Karnataka,0,29,None,Yes,Yes,Yes,Cable,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",100,1534.75,0,0,605,2140.03,Churned,Competitor,"Competitor had better devices"
26453-TAM,Male,30,Yes,"Tamil Nadu",6,9,None,No,No,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,No,"Two Year",Yes,"Bank Withdrawal",57.5,3265.95,0,150,0,3415.95,Stayed,Other,Other
81862-WES,Female,38,No,"West Bengal",13,10,"Deal 2",Yes,Yes,Yes,"Fiber Optic",No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",80.25,3439,2,0,1615,5051.81,Stayed,Other,Other
55735-PUN,Male,41,Yes,Punjab,8,28,"Deal 1",Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No,Yes,"Two Year",No,"Bank Withdrawal",79.7,5743.3,0,0,585,6328.5,Stayed,Other,Other
25492-UTT,Male,57,Yes,"Uttar Pradesh",6,29,"Deal 4",Yes,Yes,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,"Credit Card",24.7,467.15,0,0,656,1123.61,Stayed,Other,Other
91745-UTT,Female,48,No,"Uttar Pradesh",10,32,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"One Year",No,"Credit Card",19.55,620.75,0,0,1488,2108.63,Stayed,Other,Other
46752-UTT,Female,41,No,"Uttar Pradesh",1,18,None,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"One Year",No,"Credit Card",74.1,5222.3,0,0,1337,6559.3,Stayed,Other,Other
15687-TAM,Male,65,No,"Tamil Nadu",5,35,None,Yes,No,Yes,"Fiber Optic",No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",74.5,606.55,0,0,14,620.79,Churned,Dissatisfaction,"Poor expertise of online support"
27131-TAM,Female,37,No,"Tamil Nadu",15,24,"Deal 2",Yes,No,Yes,DSL,Yes,No,Yes,Yes,No,No,No,Yes,"One Year",Yes,"Credit Card",60.25,3282.75,0,0,1728,5010.91,Stayed,Other,Other
37148-BIH,Female,42,No,Bihar,6,2,None,Yes,No,Yes,"Fiber Optic",No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",70.05,70.05,0,0,28,97.94,Churned,Attitude,"Attitude of support person"
83187-UTT,Female,36,Yes,"Uttar Pradesh",9,7,None,Yes,No,Yes,"Fiber Optic",No,No,No,No,No,No,No,No,Month-to-Month,No,"Bank Withdrawal",70.5,294.2,0,10,114,418.08,Stayed,Other,Other
48094-MAH,Female,60,No,Maharashtra,13,34,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",Yes,"Mailed Check",19.15,1177.05,0,0,1896,3073.35,Stayed,Other,Other
56185-HAR,Male,40,Yes,Haryana,15,1,None,Yes,Yes,Yes,Cable,No,Yes,No,Yes,No,Yes,Yes,Yes,"Two Year",No,"Credit Card",70.8,4859.95,0,0,756,5616.11,Stayed,Other,Other
63129-PUN,Female,77,Yes,Punjab,5,19,None,Yes,No,Yes,"Fiber Optic",Yes,No,Yes,Yes,No,Yes,No,No,Month-to-Month,Yes,"Credit Card",96.3,1426.75,0,150,287,1863.4,Churned,Attitude,"Attitude of support person"
35248-KAR,Female,37,Yes,Karnataka,15,9,"Deal 2",Yes,Yes,Yes,"Fiber Optic",No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",80.45,3398.9,0,0,1799,5197.59,Stayed,Other,Other
66553-TAM,Male,56,Yes,"Tamil Nadu",0,3,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,"Bank Withdrawal",19.95,19.95,0,0,8,27.98,Churned,Price,"Long distance charges"
98120-TAM,Male,36,Yes,"Tamil Nadu",14,20,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,"One Year",No,"Bank Withdrawal",26.2,954.9,0,0,1720,2674.45,Stayed,Other,Other
32855-RAJ,Male,50,No,Rajasthan,8,18,"Deal 2",Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",19.95,1189.9,0,0,995,2185.3,Stayed,Other,Other
62656-MAH,Female,54,Yes,Maharashtra,10,14,"Deal 1",Yes,Yes,Yes,"Fiber Optic",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",No,"Credit Card",111.3,7985.9,0,0,3516,11501.82,Stayed,Other,Other
28713-MAD,Male,42,No,"Madhya Pradesh",10,9,"Deal 1",Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",Yes,"Credit Card",90.55,6239.05,0,0,2961,9200.46,Stayed,Other,Other
95624-KAR,Female,77,No,Karnataka,6,34,"Deal 3",Yes,No,Yes,"Fiber Optic",No,No,No,No,No,No,No,No,"One Year",No,"Credit Card",70,1732.6,0,140,762,2634.12,Stayed,Other,Other
22249-UTT,Female,20,Yes,"Uttar Pradesh",7,7,None,Yes,No,Yes,"Fiber Optic",Yes,No,Yes,No,Yes,Yes,Yes,Yes,"One Year",Yes,"Credit Card",99.95,2292.75,0,0,965,3257.37,Stayed,Other,Other
43358-KAR,Male,28,No,Karnataka,4,12,"Deal 1",No,No,Yes,DSL,Yes,Yes,Yes,No,No,No,No,Yes,"Two Year",No,"Credit Card",38.5,2763,0,0,0,2763,Stayed,Other,Other
26478-KAR,Female,55,Yes,Karnataka,3,20,"Deal 1",Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,No,Yes,"Two Year",No,"Credit Card",65.3,4759.75,0,0,2987,7746.65,Churned,Dissatisfaction,"Product dissatisfaction"
28341-HAR,Female,65,No,Haryana,13,26,None,Yes,Yes,Yes,"Fiber Optic",Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,"Two Year",Yes,"Bank Withdrawal",109.55,7920.7,0,0,1275,9195.82,Stayed,Other,Other
11272-UTT,Female,65,No,"Uttar Pradesh",0,19,"Deal 5",Yes,Yes,Yes,"Fiber Optic",No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",75.85,256.6,0,0,133,389.62,Churned,Competitor,"Competitor offered more data"
12657-JAM,Male,46,No,"Jammu & Kashmir",7,33,None,Yes,Yes,Yes,"Fiber Optic",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",Yes,"Credit Card",112.6,8126.65,0,0,1246,9372.25,Stayed,Other,Other
47305-MAD,Male,52,No,"Madhya Pradesh",0,29,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Bank Withdrawal",26.1,980.35,0,0,696,1676.33,Stayed,Other,Other
43430-WES,Male,27,Yes,"West Bengal",1,28,None,Yes,No,Yes,DSL,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,"Credit Card",49.7,1167.8,0,0,928,2096.12,Stayed,Other,Other
57102-JAM,Female,31,Yes,"Jammu & Kashmir",1,22,"Deal 3",Yes,No,Yes,Cable,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",64.75,2345.2,0,0,121,2466.19,Churned,Attitude,"Attitude of support person"
93540-MAH,Female,25,No,Maharashtra,14,27,"Deal 3",Yes,No,Yes,"Fiber Optic",Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",75.5,2324.7,0,0,618,2942.3,Stayed,Other,Other
28003-TAM,Male,62,Yes,"Tamil Nadu",3,27,"Deal 3",Yes,No,No,None,No,No,No,No,No,No,No,No,"One Year",No,"Credit Card",19.3,504.2,9,0,777,1271.59,Stayed,Other,Other
73722-TAM,Male,25,Yes,"Tamil Nadu",13,35,None,Yes,No,Yes,DSL,No,Yes,No,No,Yes,Yes,Yes,Yes,"One Year",Yes,"Bank Withdrawal",69.5,1498.2,50,0,771,2219.51,Churned,Competitor,"Competitor offered more data"
29786-WES,Female,31,Yes,"West Bengal",3,1,None,Yes,Yes,Yes,"Fiber Optic",No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",99.3,4209.95,0,0,226,4435.7,Stayed,Other,Other
24566-AND,Female,57,No,"Andhra Pradesh",12,33,"Deal 4",Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",19.4,358.05,0,0,511,869.24,Stayed,Other,Other
53586-HAR,Female,75,Yes,Haryana,4,13,None,No,No,Yes,Cable,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,"Bank Withdrawal",52.3,3765.05,0,40,0,3805.05,Stayed,Other,Other
88632-TAM,Female,60,Yes,"Tamil Nadu",13,5,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,"Credit Card",20.65,155.9,0,0,109,264.68,Stayed,Other,Other
49488-UTT,Female,24,Yes,"Uttar Pradesh",0,8,"Deal 4",Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,"Credit Card",19.9,400.3,0,0,1089,1489.52,Stayed,Other,Other
79494-MAH,Male,57,No,Maharashtra,15,31,None,Yes,No,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Yes,Yes,"Two Year",No,"Bank Withdrawal",70.95,4741.45,0,0,812,5553.37,Stayed,Other,Other
87423-WES,Female,71,No,"West Bengal",9,6,None,Yes,Yes,Yes,"Fiber Optic",No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,"Bank Withdrawal",85.3,2661.1,0,0,1587,4248.3,Churned,Competitor,"Competitor had better devices"
33702-MAH,Female,82,Yes,Maharashtra,11,9,None,Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,No,Yes,"Two Year",Yes,"Credit Card",67.45,3252,0,0,2198,5450.19,Stayed,Other,Other
72431-UTT,Female,50,Yes,"Uttar Pradesh",5,14,"Deal 5",No,No,Yes,Cable,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",29.6,79.45,0,0,0,79.45,Churned,Competitor,"Competitor had better devices"
47952-JHA,Female,18,No,Jharkhand,6,5,None,Yes,No,Yes,"Fiber Optic",Yes,No,No,No,Yes,No,Yes,No,Month-to-Month,No,"Bank Withdrawal",86.2,1270.2,0,100,300,1670.65,Churned,Dissatisfaction,"Lack of self-service on Website"
89718-MAH,Female,54,Yes,Maharashtra,10,6,None,Yes,Yes,Yes,"Fiber Optic",Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",85.1,4600.95,14,0,1106,5692.15,Stayed,Other,Other
29743-GUJ,Female,34,No,Gujarat,1,36,None,Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,"Two Year",Yes,"Credit Card",83.6,5959.3,0,0,924,6883.78,Stayed,Other,Other
81845-AND,Male,50,No,"Andhra Pradesh",8,15,"Deal 2",Yes,Yes,Yes,"Fiber Optic",No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",98.35,4889.2,0,0,1342,6230.82,Stayed,Other,Other
46355-TAM,Female,34,No,"Tamil Nadu",0,29,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",19.45,165.35,0,0,66,231.36,Stayed,Other,Other
32353-UTT,Female,19,No,"Uttar Pradesh",12,7,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,"One Year",No,"Bank Withdrawal",26.9,1250.85,0,0,549,1799.81,Stayed,Other,Other
78060-UTT,Male,58,No,"Uttar Pradesh",5,28,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,"Two Year",Yes,"Bank Withdrawal",24,269.65,0,0,314,583.69,Stayed,Other,Other
13096-AND,Male,53,Yes,"Andhra Pradesh",8,32,None,Yes,Yes,Yes,"Fiber Optic",No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,"Bank Withdrawal",83.35,2757.85,0,40,670,3467.42,Churned,Price,"Price too high"
97620-WES,Female,20,Yes,"West Bengal",12,3,None,No,No,Yes,DSL,Yes,No,No,No,No,No,No,Yes,"One Year",No,"Bank Withdrawal",30.4,938.65,0,0,0,938.65,Stayed,Other,Other
47895-TAM,Male,65,Yes,"Tamil Nadu",6,28,"Deal 5",Yes,Yes,Yes,"Fiber Optic",No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",74.4,74.4,0,0,11,85.48,Churned,Price,"Price too high"
93888-KAR,Male,43,No,Karnataka,15,26,"Deal 2",Yes,Yes,Yes,"Fiber Optic",No,Yes,Yes,No,Yes,Yes,Yes,Yes,"Two Year",Yes,"Bank Withdrawal",104.8,6597.25,0,0,2566,9163.24,Stayed,Other,Other
91755-HAR,Female,54,No,Haryana,14,21,None,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Yes,Yes,"Two Year",No,"Credit Card",74.05,3496.3,0,0,2146,5642.79,Stayed,Other,Other
77562-KAR,Male,33,No,Karnataka,1,20,"Deal 1",Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,Yes,"Two Year",No,"Credit Card",62.65,4375.8,0,0,2483,6858.48,Stayed,Other,Other
94874-MAH,Female,61,No,Maharashtra,12,2,None,Yes,Yes,Yes,"Fiber Optic",No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",99.05,2952.85,0,0,648,3600.42,Churned,Competitor,"Competitor offered higher download speeds"
89636-KAR,Female,23,Yes,Karnataka,7,9,"Deal 2",No,No,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Yes,Yes,"Two Year",No,"Bank Withdrawal",49.85,3210.35,0,0,0,3210.35,Stayed,Other,Other
85255-PUN,Male,42,No,Punjab,1,25,None,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",45.9,505.95,0,0,369,875.43,Stayed,Other,Other
63913-JHA,Female,37,No,Jharkhand,6,31,"Deal 2",Yes,Yes,Yes,"Fiber Optic",No,Yes,Yes,No,Yes,Yes,Yes,Yes,"One Year",Yes,"Bank Withdrawal",105.25,5576.3,0,0,200,5776.64,Stayed,Other,Other
64258-GUJ,Female,41,No,Gujarat,7,29,None,Yes,Yes,Yes,"Fiber Optic",Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",84.35,1938.05,0,0,619,2557.49,Stayed,Other,Other
44453-WES,Female,21,Yes,"West Bengal",3,6,None,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",No,"Credit Card",90.95,6652.45,0,0,3288,9939.97,Stayed,Other,Other
77745-KAR,Female,61,No,Karnataka,14,17,"Deal 1",Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No,Yes,"One Year",Yes,"Bank Withdrawal",75.1,5013,0,0,1947,6960,Stayed,Other,Other
77708-PUN,Female,36,No,Punjab,8,1,None,Yes,No,Yes,DSL,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",49.55,2077.95,0,0,366,2443.77,Stayed,Other,Other
71397-DEL,Female,29,No,Delhi,3,23,"Deal 2",Yes,Yes,Yes,"Fiber Optic",No,Yes,No,Yes,Yes,No,No,Yes,"One Year",Yes,"Credit Card",94.7,5430.35,0,0,2538,7967.85,Stayed,Other,Other
57780-BIH,Female,57,No,Bihar,10,30,"Deal 2",Yes,Yes,Yes,"Fiber Optic",No,Yes,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,"Bank Withdrawal",109.15,6941.2,0,140,608,7689.6,Churned,Attitude,"Attitude of support person"
15512-PUN,Female,33,Yes,Punjab,6,13,None,Yes,Yes,Yes,"Fiber Optic",No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",84.8,3958.85,0,0,188,4146.53,Stayed,Other,Other
55767-RAJ,Female,50,Yes,Rajasthan,13,17,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"One Year",No,"Bank Withdrawal",18.85,867.3,0,0,1827,2693.85,Stayed,Other,Other
37014-BIH,Female,60,Yes,Bihar,2,5,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,"Two Year",Yes,"Credit Card",24.2,1445.2,0,0,2125,3570.44,Stayed,Other,Other
59701-MAH,Female,43,Yes,Maharashtra,4,17,None,Yes,Yes,Yes,"Fiber Optic",Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,"Two Year",Yes,"Bank Withdrawal",110.3,7966.9,0,0,2377,10343.62,Stayed,Other,Other
39718-JAM,Male,35,Yes,"Jammu & Kashmir",14,32,None,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Credit Card",44.85,435.4,0,0,496,931.2,Churned,Competitor,"Competitor made better offer"
23230-MAH,Male,21,Yes,Maharashtra,12,4,None,Yes,No,Yes,Cable,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",55,55,0,0,47,102.22,Churned,Competitor,"Competitor had better devices"
13380-JAM,Male,52,No,"Jammu & Kashmir",3,8,None,Yes,No,Yes,"Fiber Optic",No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",-1,1373.05,16,0,483,1840.6,Stayed,Other,Other
64131-MAH,Female,24,Yes,Maharashtra,15,6,"Deal 2",Yes,Yes,Yes,"Fiber Optic",Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,"One Year",Yes,"Bank Withdrawal",111.55,5720.35,0,0,2005,7725.67,Stayed,Other,Other
17002-UTT,Male,51,No,"Uttar Pradesh",10,34,None,Yes,Yes,Yes,"Fiber Optic",No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,"Bank Withdrawal",95.65,778.1,0,0,237,1015.38,Churned,Attitude,"Attitude of support person"
79251-UTT,Female,28,Yes,"Uttar Pradesh",5,9,None,Yes,Yes,Yes,Cable,No,Yes,Yes,Yes,Yes,No,No,Yes,"One Year",No,"Bank Withdrawal",74.6,4368.95,0,0,378,4746.86,Stayed,Other,Other
83664-TAM,Female,42,No,"Tamil Nadu",2,22,"Deal 4",Yes,No,Yes,"Fiber Optic",Yes,No,Yes,No,Yes,Yes,Yes,Yes,"One Year",Yes,"Bank Withdrawal",98.9,1064.95,0,0,463,1528.25,Stayed,Other,Other
52785-HAR,Female,76,No,Haryana,7,30,"Deal 3",Yes,Yes,Yes,"Fiber Optic",Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",99.05,3554.6,0,0,1107,4662,Stayed,Other,Other
36500-WES,Male,21,Yes,"West Bengal",6,8,"Deal 5",Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Credit Card",44.4,348.15,0,0,348,696,Stayed,Other,Other
63434-BIH,Female,43,No,Bihar,6,22,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"One Year",No,"Credit Card",20.4,482.8,0,0,861,1343.44,Stayed,Other,Other
37660-WES,Female,23,Yes,"West Bengal",7,7,"Deal 3",Yes,Yes,Yes,Cable,Yes,No,Yes,Yes,Yes,Yes,Yes,No,"One Year",Yes,"Credit Card",85.95,3110.1,0,0,308,3418.1,Churned,Price,"Extra data charges"
25869-BIH,Female,54,No,Bihar,2,7,None,Yes,Yes,Yes,"Fiber Optic",No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",95.6,2595.25,0,0,950,3544.84,Stayed,Other,Other
13632-GUJ,Female,74,Yes,Gujarat,10,1,"Deal 1",Yes,Yes,Yes,"Fiber Optic",No,Yes,No,Yes,Yes,Yes,No,Yes,"Two Year",Yes,"Bank Withdrawal",104.45,7349.35,0,0,2754,10103.15,Stayed,Other,Other
47565-JAM,Male,37,Yes,"Jammu & Kashmir",3,9,"Deal 4",Yes,No,Yes,DSL,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",54.25,583,0,0,130,712.6,Stayed,Other,Other
39946-TEL,Female,68,No,Telangana,13,5,None,Yes,Yes,Yes,Cable,Yes,Yes,No,No,No,No,No,Yes,"One Year",No,"Credit Card",60,3316.1,0,0,499,3815.5,Stayed,Other,Other
23743-AND,Female,36,Yes,"Andhra Pradesh",13,17,None,No,No,Yes,DSL,No,No,Yes,No,Yes,Yes,Yes,Yes,"One Year",Yes,"Bank Withdrawal",50.05,1523.4,0,0,0,1523.4,Stayed,Other,Other
